Company,Sector,Stage,Amount,Location,About,Funding Year
Chrysalis (Ez Vidya),Education,Seed and Pre-Seed Funding,1300000.0,Chennai,Chrysalis EZ Vidya is Indias leading educational research and innovation organization,2018
Ekincare,Medical,Early Stage Funding,1500000.0,Hyderabad,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere,2018
Streo,Music Streaming,Seed and Pre-Seed Funding,1300000.0,Gurugram,Live stream music from nightclubs bars  festivals,2018
Groww,Finance,Seed and Pre-Seed Funding,120000.0,Kormangala,Groww offers a new way of investing money,2018
Cell Propulsion,Automotive,Seed and Pre-Seed Funding,102200.0,Bengaluru,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles,2018
Chezuba,Internet,Angel Funding,20440.0,Hyderabad,Chezuba is a webbased platform enabling skilled professionals to volunteer online with Nonprofits worldwide,2018
Ontrack Technologies Pvt. Ltd,Retail,Seed and Pre-Seed Funding,1300000.0,Bengaluru,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis,2018
Wealthtrust,Finance,Seed and Pre-Seed Funding,500000.0,Mumbai,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online,2018
Faclon Labs,Cloud Computing,Seed and Pre-Seed Funding,1300000.0,Mumbai,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart,2018
Awign Enterprises,Business Development,Seed and Pre-Seed Funding,730000.0,Bengaluru,Operations and manpower outsourcing startup,2018
Collpoll,Education,Seed and Pre-Seed Funding,1300000.0,Bengaluru,Worldclass Enterprise System for Education,2018
Zyla Health,Health Care,Seed and Pre-Seed Funding,1300000.0,New Delhi,Zyla is transforming the way healthcare is delivered in India with specific focus on highrisk chronic patients,2018
Hubhopper,Internet,Early Stage Funding,500000.0,New Delhi,Get your daily dose of interest as summaries from news and magazine stories ,2018
Rubix108 Technologies,Information Technology,Seed and Pre-Seed Funding,1000000.0,Pune,Rubix Total App makes it effortless for Institutes to send home important information and updates about the days learning experiences,2018
Workflexi,Human Resources,Seed and Pre-Seed Funding,146000.0,Bengaluru,Be Smart Work on ContractBe Smart Hire on Contract,2018
Streak,Financial Services,Seed and Pre-Seed Funding,328500.0,Bengaluru,Algorithmic trading platform,2018
Kuants,Financial Services,Seed and Pre-Seed Funding,73000.0,Gurugram,Algorithmic trading platform,2018
Niyo Solutions,Finance,Early Stage Funding,13200000.0,Bengaluru,NiYO is a fintech company that helps salaried employees access company benefits and other financial services,2018
Hippo Video,Customer Service,Seed and Pre-Seed Funding,1300000.0,Chennai,A video recording and sharing software,2018
Satvacart,E-Commerce,Seed and Pre-Seed Funding,1300000.0,Gurugram,Satvacart is a Gurgaons largest online supermarket,2018
Daaki,Health Care,Angel Funding,1300000.0,Bengaluru,Sports Nutrition startup,2018
Simulanis,Training,Seed and Pre-Seed Funding,500000.0,New Delhi,A Delhibased Augmented Reality and Virtual Reality technology development company,2018
My Chiraag Cab,Travel,Seed and Pre-Seed Funding,1000000.0,Jaipur,MY CHIRAAG CAB SERVICES PVT LTD,2018
Wotu,Food And Beverage,Seed and Pre-Seed Funding,1300000.0,Bengaluru,It operates a businesstobusiness ecommerce portal for food and beverages,2018
Flathalt,Real Estate,Angel Funding,50000.0,Gurugram,FInd your Customized Home here,2018
True Elements,Dietary Supplements,Seed and Pre-Seed Funding,730000.0,Pune,True elements offers a range of highquality snacks and supplements that are inspired by natural foods consumed by our ancestors,2018
Trendlyne Technologies,Financial Services,Seed and Pre-Seed Funding,200000.0,Bengaluru,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors,2018
Planys Technologies,Manufacturing,Early Stage Funding,2046920.0,Chennai,Planys Technologies is Indias first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions,2018
Healthplix,Fitness,Early Stage Funding,3000000.0,Bengaluru,HealthPlix is a healthtech startup,2018
Dish,Food,Seed and Pre-Seed Funding,400000.0,Bengaluru,dishq leverages food science and machine learning AI to understand and predict peoples tastes,2018
Entropik Technology,Artificial Intelligence,Seed and Pre-Seed Funding,1100000.0,Bengaluru,The boundaries between Human and Machines are shrinking fast,2018
Myhq,Collaboration,Early Stage Funding,500000.0,New Delhi,myHQ turns your everyday coffee space into a perfect work zone Get an amazing work environment without paying any rent,2018
Trell,Travel,Seed and Pre-Seed Funding,1250000.0,Bengaluru,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you,2018
Kidovators (By Gyanlab),Big Data,Seed and Pre-Seed Funding,180000.0,Bengaluru,Building future human capital through 21st Century Skills programs for K12,2018
Log 9 Materials,Nanotechnology,Seed and Pre-Seed Funding,438000.0,Uttar Pradesh,Log 9 Materials is a nanomaterials manufacturing and RnD startup,2018
Vtion,Analytics,Seed and Pre-Seed Funding,280320.0,Gurugram,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem,2018
Housingman,Real Estate,Seed and Pre-Seed Funding,1503800.0,Bengaluru,New Apartments Flats for Sale in Bangalore,2018
Steradian Semiconductors,Technology,Seed and Pre-Seed Funding,1300000.0,Bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar,2018
Rupeecircle,Financial Services,Seed and Pre-Seed Funding,584000.0,Mumbai,RupeeCircle is a new age finance company,2018
Wooden Street,E-Commerce,Early Stage Funding,1000000.0,Jaipur,Woodenstreetcom ensures to fulfill customers unique furniture requirements by crafting oneofakind furniture pieces,2018
The Ken,Digital Media,Early Stage Funding,1500000.0,Bengaluru,The Ken is Indias first subscriptionsonly business news site,2018
Saffronstays,Travel,Seed and Pre-Seed Funding,2000000.0,Mumbai,SaffronStays connects travellers to Indias Incredible hosts,2018
Vebbler,File Sharing,Seed and Pre-Seed Funding,1300000.0,Bengaluru,A personal network for close people,2018
Foyr,Home Decor,Early Stage Funding,4200000.0,Pune,Foyrcom is Indias first online automated interior designer,2018
Mengage,Health Care,Seed and Pre-Seed Funding,175000.0,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms,2018
Inner Being Wellness,Beauty,Angel Funding,511000.0,Hyderabad,Inner Being Wellness manufactures beauty wellness and nutrition products,2018
Kobster,E-Commerce,Seed and Pre-Seed Funding,1300000.0,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an endtoend solution for their procuretopay cycle,2018
Wishberry,Crowdfunding,Early Stage Funding,1460000.0,Mumbai,Wishberry is a rewardsbased crowdfunding platform that enables users to raise funds for their creative and innovative ideas,2018
Mcxtra,Finance,Seed and Pre-Seed Funding,1300000.0,Andheri,McXtra is a digital insurance broking startup,2018
Magic Crate,Children,Seed and Pre-Seed Funding,1300000.0,Bengaluru,Magic Crate is a theme based stimulating fun and learning activity box for 48 year olds that is mailed to your doorstep every month,2018
Smartvizx,Software,Seed and Pre-Seed Funding,1450000.0,Noida,It is a Virtual Reality Solutions StartUp,2018
Myseodoc,Marketing,Seed and Pre-Seed Funding,1300000.0,New Delhi,SEO PPC Search Engine Marketing Social Media Optimization Content Marketing Brand Reputation Management,2018
Enlyft Digital Solutions,Marketing,Seed and Pre-Seed Funding,2920.0,Pune,Digital Marketing Agency,2018
Scale Labs,Ecommerce,Seed and Pre-Seed Funding,1000000.0,New Delhi,Scale Labs is a cross border ecommerce solutions provider that drives global trade for brands,2018
Hungerbox,B2B,Early Stage Funding,4500000.0,Bengaluru,HungerBox is a full stack B2B FB technology company delivering food solutions for the corporates in India,2018
Biryani By Kilo,Catering,Seed and Pre-Seed Funding,1000000.0,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients,2018
Wholesome Habits (Eat Anytime),Food And Beverage,Seed and Pre-Seed Funding,500000.0,Mumbai,Wholesome Habits EAT Anytime is a healthy snacks Company,2018
Gobumpr,Automotive,Seed and Pre-Seed Funding,600000.0,Mylapore,Car Service and Bike Service Mobile App,2018
Fixpocket,Computer,Seed and Pre-Seed Funding,250000.0,Ahmedabad,Fixpocket is a internetbased startup,2018
Edureka!,Android,Early Stage Funding,2000000.0,Bengaluru,Edureka is the fastest growing online learning platform that offers live instructorled courses for professionals from various industries,2018
Hashtag Loyalty Private Limited,Analytics,Seed and Pre-Seed Funding,1300000.0,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses,2018
Wow Express,Delivery,Early Stage Funding,4500000.0,Mumbai,WOW as customers react to his studiously taught trained polite and courteous nature,2018
Zunroof,Environmental Consulting,Angel Funding,242360.0,Gurugram,ZunRoof is a rooftop focused solar startup,2018
Eggoz,Food And Beverage,Angel Funding,175200.0,Indore,Eggoz is a fullstack layer poultry business operator  service provider ,2018
Sqrrl Fintech,Big Data,Seed and Pre-Seed Funding,1000000.0,Gurugram,Personal Finance,2018
Galaxycard,Finance,Seed and Pre-Seed Funding,1300000.0,Noida,GalaxyCard is a mobile based Instant credit card,2018
Indiqube,Commercial Real Estate,Early Stage Funding,15000000.0,Bengaluru,IndiQube is a provider of coworking spaces based in Bengaluru,2018
Egk Foods,Food And Beverage,Seed and Pre-Seed Funding,292000.0,Mumbai,A food processing enterprise registered with StartUp India ,2018
Nirogstreet,Apps,Seed and Pre-Seed Funding,300000.0,Gurugram,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation,2018
Pixr8,Digital Media,Seed and Pre-Seed Funding,50000.0,Ghaziabad,Pixr8 is a global media platform dedicated to Startups and business organisations for promoting entrepreneurship work,2018
Nivesh.Com,Finance,Seed and Pre-Seed Funding,438000.0,Noida,Niveshcom is a mass market mutual funds investment platform,2018
Theranosis Life Sciences,Biotechnology,Seed and Pre-Seed Funding,1300000.0,Hyderabad,A fully functioning cell culture facility and molecular biology setup,2018
Poshmiles Online Solutions Private Limited,Travel,Seed and Pre-Seed Funding,1300000.0,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget  interest,2018
Reculta,Education,Seed and Pre-Seed Funding,1300000.0,Noida,A campus recruitment solution provider,2018
Orbo.Ai,Internet,Seed and Pre-Seed Funding,1300000.0,Mumbai,Orbo is a computer vision and deep facial technology company,2018
Inntot Technologies,Consumer Electronics,Seed and Pre-Seed Funding,1300000.0,Kochi,Inntot Technologies is a technology driven company,2018
Zoctr Health,Apps,Seed and Pre-Seed Funding,1300000.0,Powai,Zoctr Health Network is a firstofits kind panIndia Home  Telehealth Company,2018
Hey Deedee,Delivery Service,Seed and Pre-Seed Funding,481800.0,Mumbai,Hey Deedee is a Mumbaibased company that provides solutions to parcel delivery problems,2018
Digiconnectt Technologys,Information Services,Seed and Pre-Seed Funding,125000.0,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness ,2018
Locus.Sh,Big Data,Early Stage Funding,4000000.0,Bengaluru,Locus is an intelligent logistics automation platform,2018
Sports Flashes Pvt. Ltd,Basketball,Seed and Pre-Seed Funding,1000000.0,New Delhi,Sports Flashes operates a sports content app that provides sports news live scores fantasy gaming expert views trivia and more,2018
Inc42,Media And Entertainment,Seed and Pre-Seed Funding,1300000.0,New Delhi,Inc42 is one of the leading tech media publications of India,2018
Picxy,Internet,Seed and Pre-Seed Funding,130000.0,Guntur,A stock photo startup based in Amravati Andhra Pradesh,2018
Huddle,Consulting,Seed and Pre-Seed Funding,300000.0,Haryana,A coworking incubator Company,2018
Benepik,Human Resources,Seed and Pre-Seed Funding,1300000.0,Gurugram,HR Technology startup,2018
Cash Suvidha,Finance,Seed and Pre-Seed Funding,1000000.0,New Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India,2018
Smartcoin,Big Data,Seed and Pre-Seed Funding,2000000.0,Bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018
Carmel Organics,Agriculture,Early Stage Funding,1300000.0,Indore,Carmel Organics is an Indiabased herb company engaged in sourcing processing and distributing herbal tea ingredients,2018
Roadcast,Logistics,Angel Funding,250000.0,New Delhi,Transforming the way businesses deliver Workforce  fleet mobility tools,2018
Printline Media(Theprint),Digital Media,Seed and Pre-Seed Funding,509540.0,New Delhi,A digital news platform,2018
Creditas Solutions,Financial Services,Seed and Pre-Seed Funding,1300000.0,Gurugram,Creditas was setup in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers,2018
Urbanpiper,Software,Seed and Pre-Seed Funding,1300000.0,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence,2018
